fen,best
r1b1kb1r/ppp1pppp/2n2n2/qN6/8/4B3/PPP3PP/2KRQBNR b kq - 9 10,a5e1
8/p1pn4/3b2p1/2pPp2p/4P3/1P1KN1kP/P2B2P1/8 b - - 8 38,g3f4
7r/7P/1k6/1P3R2/5PK1/5P2/6r1/7R w - - 1 51,g4h5
r2q1r2/1p2p1k1/p2pP3/P2p1pPQ/5Pn1/R7/1PP3P1/4K2R b K - 0 27,f8h8
1k3r2/1q5p/1R5Q/pP2p3/P2p3P/3R2P1/8/5rK1 w - - 1 36,g1h2
4q2k/pp4p1/2nQ3p/1B3p2/8/8/PPP2PPP/6K1 w - - 0 24,b5c6
2rq1rk1/pp1b1ppp/2nbpB2/3p4/3P4/2PQ1N2/PPB1NPPP/R4RK1 b - - 0 14,d8f6
2R2Q2/1p3bpk/7p/p2pPp2/3P1P2/P3B3/1P2q1PP/6K1 w - - 1 33,f8c5
rn3rk1/1p3ppp/3N4/p1P1p3/4P3/P1QB1qPb/1P3P1P/R4RK1 w - - 1 18,f1d1
8/6k1/1R4p1/1p3p1p/1P1r1K1P/P5P1/8/8 w - - 5 41,f4g5
3rkbR1/ppp5/4p2p/4N3/8/8/PPP2PPP/R1B3K1 w - - 3 23,e5g6
rnbq1b1r/pppk2pp/5n2/3pQ3/8/1P1BP3/P1PP1PPP/RN2K1NR b KQ - 2 7,b8c6
3rk2r/p1p2ppp/2p1p3/4P3/3P4/5Q2/qP4PP/3R1RK1 b k - 1 18,a2d5
r2qkb1r/1pp1p1pp/p2pBn2/3PN2b/8/2N4P/PPP2PP1/R1BQK2R b KQkq - 0 11,h5d1
2r3k1/pp4pp/4p3/P5PP/1q6/2N4Q/P7/K2rB2R w - - 7 35,c3d1
5k2/1q4pp/5p2/2P5/3P1n2/8/Q2N1PP1/7K w - - 1 35,a2c4
8/2r3p1/5r1k/3R4/ppp3P1/7P/1KB5/8 b - - 0 40,b4b3
r4rk1/pp3p2/4p1p1/2ppPbqp/3PP3/1QP1n3/PP1BB1P1/R3K2R w KQ - 1 17,e4f5
r4rk1/8/3P1p2/p1PP2pp/1pP1P1nq/4B3/P1Q1N1P1/5RK1 w - - 1 33,g2g3
r5k1/1p3pp1/2p3p1/p2p4/3P1nP1/B3r1q1/PP3Q1R/1B3R1K b - - 1 31,f4e6
r1b2rk1/5p1p/3qp1p1/3p2Pn/pp1Q2N1/3P3P/PPPN1P2/R3K1R1 b Q - 3 23,c8d7
k2r4/pp3pp1/7p/7P/2P5/2n2N2/PP3qPQ/1K1R4 w - - 1 29,b2c3
r1bq1rk1/4nppp/p1nNp3/1p2P1N1/3p4/1B1Q4/PP3PPP/R4RK1 b - - 7 17,c6e5
8/2R3k1/6p1/5rNp/4K2P/6P1/3b4/8 b - - 5 44,g7f6
6k1/6p1/2B4p/1P3P2/N3RQPq/5P2/5KP1/3r4 w - - 3 34,f2e3
2kr3r/p1p2ppp/2n5/2Qq4/8/4BP2/PP3K1P/2R4R b - - 4 19,c6e5
r2qkb1r/pp3ppp/2n1p3/2P5/4n1b1/2N1P1Q1/PPP2PPP/R1B1KBNR w KQkq - 1 8,c3e4
r1b2r1k/1p3p1p/p1qbp3/4p3/3P2Q1/6R1/P1P2PPP/5RK1 b - - 3 18,f8g8
6r1/R7/8/8/5K2/6pk/7p/8 b - - 5 67,g3g2
1k1r3r/ppp3pp/2n1qp2/2b1p3/8/3PBQPP/PPP2PB1/R4RK1 b - - 3 14,c6d4
6r1/5Kpk/5p2/5P2/8/8/8/4R3 b - - 6 55,g8c8
3rr3/p1R4p/kp6/3p1bp1/Pb1PP3/6P1/5P2/2R2BK1 b - - 0 29,a6a5
Qn3bkr/p5pp/2p5/4q3/3pP1n1/8/PPPB2PP/RN3RK1 w - - 1 15,a8b7
r4rBk/1p1b2p1/1qn1pb1p/p2n2N1/1p1P3P/3Q1NP1/PBP5/R3K2R b KQ - 5 18,f6g5
3rR1k1/1br2pp1/p4q1p/1p1p4/3N4/P1PB1PnP/1P2R1P1/1Q4K1 b - - 2 28,d8e8
r3kb1r/pp3pp1/1q2p3/3pPnBp/3N4/1P1Q4/P2N1PPP/3R1RK1 b kq - 0 14,b6d4
r2q3r/ppb2p1k/2p1bp1Q/8/N1P4R/PP1Pp1P1/6BP/R6K b - - 0 23,h7g8
3Nk3/2p2Q1p/1p2P1p1/1PbP4/8/2p3P1/4qPKP/8 b - - 3 41,e8d8
r3k2r/pp2npp1/4p1b1/3pq3/2p3P1/2P1P3/PPBN4/R1BQ1RK1 w kq - 0 16,d2f3
8/pp3p2/5P1k/1r6/r3BKP1/6N1/8/8 b - - 5 55,b5b4
5rk1/3b1pp1/2Rp1bqp/3Pp3/4Pn2/4QN2/1B1N1PPP/6K1 w - - 6 27,c6d6
7k/6p1/7p/2P1b3/P1qp4/7P/1B1Q2P1/7K w - - 1 39,c5c6
2r3k1/1q4p1/p3Qp2/4p3/6K1/4R3/8/8 b - - 7 45,g8h8
r1b2rk1/pp3Rpp/3p3q/8/2Bp4/3P2P1/PPP4P/RN2Q1K1 b - - 0 15,f8f7
r1b1k2r/pppp1ppp/2n5/2q1P3/6n1/1P2PN2/PBPN1KPP/R2Q1B1R w kq - 1 9,f2e2
4kb1r/6pp/r1b1p3/p2q1p2/1pNP4/6P1/1P1BNP1P/R2Q1RK1 w k - 2 17,c4e3
8/1R3pk1/1p4p1/1B2p1K1/PP2P1p1/5P2/6rr/5R2 w - - 0 35,f3g4
r2q1r1k/pbp2QR1/1p1bpn1P/4N3/3n1P2/2NB4/PPP4P/R1B1K3 b Q - 0 16,f8f7
3N4/p5bk/2p3p1/4p3/q5b1/4Q3/1P3P1P/2B1KB2 w - - 0 29,f1d3
r4rkR/1pq2pB1/p1bp1np1/8/3pP1P1/1PN2P2/1PPQ4/R3K3 b Q - 1 18,g8g7
r2qr1k1/1p1b1pp1/p3pn1p/4P3/P2P1n2/B4N2/2Q2PPP/RB1R2K1 b - - 0 18,f6d5
2Q3k1/3N1ppp/3n2q1/1p6/3P4/5P2/PP4PP/4R1K1 b - - 0 25,d6c8
r3kbn1/pp2pppr/3q4/3p4/8/2N2Q2/PPP2P1P/R1B2RK1 w q - 2 11,f3d5
r7/6kp/2p3p1/4p1b1/2Q1P3/2Pn1N2/qr1N1PP1/KR5R w - - 0 29,c4a2
r4rk1/1p4p1/p3Np2/3nR2q/5P2/6QP/PP3PP1/6K1 b - - 0 25,f6e5
r6k/1pp3pp/6q1/p7/1nP5/1Q2Pr1b/PP1N1PP1/R4RK1 w - - 0 18,d2f3
4r1k1/1p6/p6p/6p1/1P6/2PP2B1/1P2rRPP/6K1 w - - 3 34,g1f1
r1q2rk1/1pb2pp1/p1p1bn1p/2P5/PPnQN3/5NP1/RB3PBP/3R2K1 b - - 0 17,f6e4
2r2rk1/pb3p1p/1p4p1/2p1q3/3pPb2/1P1P2NP/P3RPP1/1QB2RK1 w - - 2 25,g3h1
R7/P5k1/6p1/7p/r6K/6P1/8/8 w - - 3 66,h4g5
rn1qk1nr/pp3pbp/2p3p1/5b2/6P1/1BN1PQ2/PP3P1P/R1B1K1NR b KQkq - 0 10,f5d7
3Rk3/r4r2/pq2p2p/1p6/7Q/8/PPP3PP/2KR4 b - - 4 25,b6d8
7k/pp1b2p1/1q1p3p/3P4/1PPp1R2/P2Q3P/6PK/4r3 b - - 1 35,e1e3
3rr1k1/1qp1bppp/1p6/pQ4n1/P1P5/2N1B1P1/1P2PP1P/R4RK1 w - - 5 17,a1d1
1r1q1rk1/p4ppp/Q2Bb3/4b3/4p3/4P3/P1P2PPP/1K1R1B1R w - - 2 18,d6b8
3r1rk1/1b1n2p1/pq2N2p/1p1pp3/5PQ1/P1PBb2P/1P4P1/R4R1K b - - 1 19,e5e4
r2q1rk1/ppp2ppp/1bn5/3pP1N1/3P4/1R1Q4/P4PPP/2B2RK1 b - - 2 16,h7h6
r1b2k1r/ppp2ppp/3q4/1B1p4/1Q1P4/5N2/P4PPP/R3R1K1 b - - 2 15,d6b4
r4rk1/1pp2ppp/pb1p1q2/8/PPBnP1b1/1Q3N1n/1B1N1PPP/R3RK2 w - - 0 16,f3d4
4r1rk/pp6/3P1q1b/2NPn3/2P5/2N2PBn/PPQ1R2P/5KR1 w - - 3 28,g3e5
3qkb1r/r2npppp/pp6/3BNb2/Q2P4/8/PP3PPP/R1B1K2R b KQk - 0 13,b6b5
3q1R1k/1p5p/4R1p1/1P2p1P1/P5r1/Q7/5K2/8 b - - 2 43,d8f8
r1b2rk1/pppp1pp1/2n2q1p/2b1p3/2P5/2NP1NP1/PP2PP1P/R2QKB1R w KQ - 0 8,f3d2
2r1k3/pp3ppp/3Rp3/8/8/4P3/PPr2PPP/1K1R4 w - - 1 20,d1d2
3r1k2/R6R/1p6/7p/3p3r/8/PP4P1/6K1 b - - 0 42,d4d3
r1b1R1k1/ppp2p2/3q1p1p/3p4/3P3n/2PB2NP/PP1N1PP1/6K1 b - - 1 18,g8g7
3rkb1r/1b3ppp/p3p3/1p5q/3B2n1/1P2PN2/P3BPPP/R2Q1RK1 w k - 2 16,f3e5
q2r1rk1/4bppp/p3pB2/1p1b4/7Q/1P1BP3/P4PPP/2RR2K1 b - - 0 19,e7f6
r2q1r2/1p2npk1/p3pQ1p/3p2p1/3P4/2P3NP/PPB2PP1/R3R1K1 b - - 0 19,g7f6
8/5rp1/1R4p1/3rpkB1/7P/5PP1/6K1/n7 b - - 0 41,f7f6
4rr1k/6b1/p3b2p/1pp1p2Q/4Bp1P/3Pq2P/PPPN3K/R5R1 w - - 7 27,d2f1
r4rk1/p3bp2/1pp4p/8/5q2/1bQ3R1/PPP2PPP/5RK1 b - - 1 18,g8h7
RQb2rk1/1B2n1pp/4qp2/4p3/3p4/6P1/2P2P1P/4R1K1 b - - 10 32,c8b7
2r2rk1/1p3pp1/1q2pn2/p3Q3/4R2p/PP3P1P/1B1N1bP1/R4K2 b - - 3 22,f6e4
r2r2k1/p4pBp/1pN1p1pP/8/2P5/3PKP1b/P7/R7 b - - 2 26,d8d6
6k1/pp4p1/7p/2ppP3/4b3/2P1PQPq/PP5P/4B1K1 w - - 6 34,f3f4
rqb2k1r/1pb2ppp/p7/3Q4/5B2/1N4P1/PPP2P1P/R3K2R b KQ - 0 19,c7f4
8/2p4p/p2r1p1k/3P4/P4R2/1r5P/5P1K/6R1 b - - 1 32,b3d3
rn2kb1r/1p3pp1/2p1pB1p/8/1P6/P2R3N/q3QPPP/2K2B1R b kq - 0 18,a2e2
4r1k1/pp3pp1/3q1np1/2Rp2N1/3P4/1P3Q1P/P4PP1/6K1 w - - 2 30,h3h4
6B1/8/6Q1/4bp1p/7k/5n2/P2r4/2R4K w - - 4 51,g6f5
4kr2/r2RQ2p/p1P4p/2q5/2p5/7P/PP3PP1/4R1K1 b - - 0 22,c5e7
r4rk1/pbp2pp1/1pnbpq1p/8/3PQ3/2PB1N2/PP1N1PPP/R4RK1 b - - 3 13,c6a5
8/1Bb3rk/p6p/P1p2p2/2Pp1P2/3P3q/3QP2P/5R1K w - - 1 35,b7d5
5r1k/p1r3pp/1qp5/4B3/8/PP4Q1/6PP/2RN2K1 w - - 2 35,g1h1
rn3rk1/b5pp/b1p2q2/p1Np4/1p1Pp2N/6P1/PPP2P1P/R1BQK2R w KQ - 3 16,c5a6
r7/kp2Q3/2p1b1B1/p5P1/2P5/PR5P/KP2rq2/8 b - - 10 38,e6c4
4rR2/4PR1p/6pk/p2p2P1/1p1P4/4r1Q1/P3q3/6K1 b - - 0 35,h6h5
rb3rk1/pp3ppp/3qpn2/3p2B1/3N4/3Q3P/PPP2PP1/4RRK1 w - - 3 16,g5f6
4r1k1/pp3ppp/8/7n/3R4/P3q1PP/3Q3K/7R w - - 0 28,d4d8
r3k2r/pp3pp1/1qp2n1p/3p2P1/2n2N1P/2N1PP2/PPP1Q3/2KR3R w kq - 1 16,g5f6
8/b4kp1/p6p/4Rp2/Np3P2/6PP/PP1r2K1/8 w - - 4 38,g2f3
2b1k2r/R2pnp2/7p/2p1q1p1/3p4/1QPP4/1P3PPP/2B2RK1 w k - 0 18,f1e1
r1bqr1k1/4bp2/p1n1p2Q/1p1pP3/3P4/2NB4/PP3PPP/R4RK1 b - - 0 16,e7f8
5bkr/p1pQ2p1/3p3p/6q1/3P4/2P2b2/PP3P1P/RN2R1K1 w - - 0 18,g1f1
2kr3r/1p3pp1/1p2p3/1Q5p/6n1/2P3q1/PP4BN/R4R1K w - - 0 22,b5b6
1r5k/p1q2pr1/2p1pBpQ/3p4/6P1/8/P4P1P/6K1 b - - 1 30,h8g8
6k1/pp3ppp/8/2pR2P1/b6r/1NP5/PP6/2K5 b - - 0 30,a4b3
rn2k2r/pppbppbp/6p1/3q2B1/1Q1P4/2P2N2/P3PPPP/R3KB1R b KQkq - 3 9,a7a5
1r6/k3Np2/2Pp1p1P/4p3/p1Pb3P/Pr3P2/1P6/KR3R2 w - - 5 38,c6c7
rnbq1bkr/pp4pp/4Nn2/2p5/4p3/1QP5/PP1P1PPP/RNB1K2R b KQ - 0 9,c8e6
7r/pbn2pk1/4pq2/1p6/2pP1b2/P1N1P1K1/1PQ2P2/1BR3R1 w - - 0 27,e3f4
r1b2rk1/3p1pp1/p1p5/1p1q3p/8/2Q5/PP3PRP/R6K b - - 3 28,d7d6
r1b1kb1r/pp1nnpp1/3p3p/1NpPp3/4P2B/3B4/PPPN1PPP/R3K2R b KQkq - 0 11,e7g6
r2q3r/ppp1k2p/3p1p1B/2bQn3/4P1b1/1B3N2/PP3PPP/R3K2R b KQ - 3 13,g4f3
r1bq1k1r/bp6/p1pp2pp/P3p3/1PB1P3/2NP1Q1P/2P2pK1/R4R2 b - - 1 21,f8g7
r4rk1/pp2b1pp/1np1Nnb1/8/2q1P3/2N2P2/PPQ3PP/R1B2R1K w - - 1 16,e6f8
r2q1rk1/pb1nbppp/1p2p3/2ppP1B1/7Q/2PBP3/PP1N1PPP/4RRK1 b - - 2 13,e7g5
3r2k1/5p1p/p5p1/8/PpR5/4P3/1q2QPPP/6K1 w - - 0 26,e2b2
r1bq1k1r/4b1p1/p3pBBp/1p2n3/8/2N5/PPP3PP/R2Q1RK1 b - - 0 15,e7f6
8/6pp/1p6/2rn1kRP/5P2/2pR4/2P5/r1BK4 b - - 5 42,f5e4
r1bqk1nr/pp1p1pb1/7p/2pPp1p1/2PnP3/2N1B3/PP2NPPP/R2QKB1R w KQkq e6 0 8,g2g3
r4rk1/pb3ppp/1p6/6q1/3P4/1Q1BP3/P4KPP/4RR2 w - - 4 18,f2g1
r2q1rk1/ppp1pp1p/2np1NpQ/6N1/3PP3/8/PPP2PPP/2Kb1B1R b - - 0 12,e7f6
2r4k/4bR1p/3q4/4pQp1/2P3P1/1P5P/6P1/7K b - - 3 43,c8f8
r6b/ppp1kpq1/8/3B2pQ/4Pp2/3n4/PPPB2P1/2KR4 w - - 1 19,c2d3
r2qkb1r/pQ3pp1/4pn2/2p5/3nbB1p/2P2N1P/PP2NPP1/R3KB1R w KQkq - 0 13,b7a6
rnbqkbnr/pp2pppp/8/8/2BpP3/5Q2/PP3PPP/RNB1K1NR b KQkq - 1 5,e7e5
1rr5/5Qkp/3p2p1/8/2B5/1P2P1PP/2q2P2/3R2K1 b - - 0 30,g7h8
R3k3/6p1/4ppbp/1r1p4/1B6/7P/5PP1/6K1 b - - 3 35,e8f7
6k1/5pp1/b3P2p/p2pN3/6QN/2r4n/P5PP/4R1qK w - - 6 32,e1g1
1r5r/p2n1p1k/1q1p2pQ/1Np2N1n/P1b5/7P/1P2PPB1/R4RK1 b - - 9 25,h7g8
7k/R7/5N2/2K1n3/1r6/1P6/8/8 b - - 10 51,b4b3
6N1/2p5/b1pknp1B/3p1Bp1/8/2q2N2/3R2PP/4K3 b - - 6 37,e6f4
8/p2R1ppp/Pb1R4/6k1/r5P1/1p4KP/5rB1/8 b - - 3 38,a4a2
r2q1r1k/ppp1n1p1/3p1b1B/3B3Q/2P5/P4NP1/1P2PPbP/1R2K2R b K - 0 18,g7h6
rn2kbnr/pp3pp1/4p1p1/2ppP3/3P3q/2P5/PP2NPPP/RNBQ1RK1 w kq - 1 9,d1d3
8/7p/1R6/P3p3/1P6/2k5/7r/2K5 w - - 1 33,b6a6
r1q2r2/pp2npk1/2ppbQ1p/2b1p1p1/B3P2N/2PP2NP/PP3PPK/R1B2R2 b - - 0 15,g7f6
rn2k2r/1ppR1ppp/p3p3/4n1B1/6Q1/2N5/PPP2PPP/5RK1 b kq - 0 14,e5g4
r2q1r2/1p5R/p1p1k1p1/3p1p2/3P3P/1bN5/1P2QPP1/6K1 b - - 1 28,e6d6
r1bqkbnr/pp1npppp/2p5/4N2Q/3Pp3/8/PPP2PPP/RNB1KB1R b KQkq - 3 5,d7f6
5bnr/Q2nkp2/2pp4/4p1qp/4P3/7p/PPPP1P1N/RNB2RK1 w - - 1 16,g1h1
5Q2/2rk2p1/2p5/3bq3/8/PP6/1KPR2PP/8 w - - 3 43,b2c1
3k4/R4R1K/6r1/6r1/8/8/8/8 b - - 0 55,g5g2
1r3rk1/5ppp/1p3b2/4nQ1P/1qP1B3/4B1P1/5P2/2R3K1 b - - 2 31,b4e7
r3k3/1pp3p1/p3p2r/3pPb2/P2P2pq/4Q2P/1P2NPP1/R3R1K1 w q - 0 21,h3g4
6k1/pR3pp1/2p1p3/P1r1P2p/8/3B2P1/n4PKP/8 b - - 1 32,c5a5
5rk1/2p2p2/Rnq3pp/4b3/5n2/1QP2N2/1B1N1PPP/6K1 w - - 0 23,f3e5
r3k1nr/pp3ppp/4p3/2Ppq3/1P4Pb/2P2b1P/P3K3/RNBQ1BR1 w kq - 0 16,e2f3
1B6/p3k2p/Rb2Pp2/3p4/1P6/7P/1r2r3/R6K w - - 3 38,b8a7
4kr2/pp1r1p1R/q1b1Q1B1/8/8/2P5/P7/2K5 b - - 0 32,d7e7
k2r4/1R3pp1/P6p/2pq4/P7/2P1QpP1/5P1P/4K1R1 w - - 0 32,b7b2
2k5/ppp3pp/2b5/2P5/2P2Qn1/8/PP4Pq/6RK w - - 0 28,f4h2
5k2/2q1rb2/5R2/2Pp2p1/Q2p4/5N1P/P4PP1/6K1 w - - 0 32,f3d4
2Q5/p6k/5b1p/3q1p2/3P2pK/6P1/P6P/2RR4 w - - 2 38,h4h5
r1b1kb1r/1pqp1pp1/p3p3/2p4p/1PBnP1n1/P1NP1N1P/2P2PP1/R1BQ1RK1 w kq - 1 10,f3d4
8/p4pp1/N2k3p/8/8/4n3/PP3rPP/1R1K3R w - - 1 27,d1c1
r6k/1b1p2p1/p6p/1p1RnQN1/8/8/Pq3PPP/5RK1 b - - 3 22,b7d5
2kr2nr/ppp2Npp/4q3/7b/8/2bP2PP/P2QPPB1/R3K2R w KQ - 0 17,d2c3
4r1k1/5p2/2N3pp/Q4b2/Pp6/5P2/1P3qP1/6RK w - - 3 38,a5a7
r2q1rk1/1ppbbppp/p3P3/3n4/2BB2Q1/2N5/PPP3PP/R4RK1 b - - 0 15,d7e6
3r1rk1/pbp3pp/1p2p1q1/n3Pp2/2PP1B1Q/2PB4/P5PP/4RRK1 w - - 7 18,e1e3
2rb1rk1/1b4pp/p1qPpp2/4P3/3Q1P2/2N5/1P1N2PP/R4RK1 w - - 1 22,g1h1
6rk/3q3p/p2p1R2/1p4Q1/6P1/2P4K/PP5P/4R3 w - - 1 35,g5h6
r4k1r/ppq1bP2/2p4Q/4n2n/3p4/1B4R1/PPPN2PP/4R2K b - - 0 24,h8h6
3k3q/4bp2/2Rpbp2/1Q2p3/1P2P3/2P1N3/5PPr/3R2K1 w - - 2 30,b5b7
3k4/1pr4p/3r1Bp1/1B1p1b2/8/2PP4/PPKN1P1P/4R3 b - - 0 25,d6f6
2r3r1/5p1k/p3p1q1/1p5p/1B1P4/1P6/P3Q1NP/6RK w - - 7 38,g2f4
5rk1/5pp1/p1rbp2p/1p1p4/3P2Pq/2PQB3/PP3P1P/2R2RK1 w - - 0 19,d3e2
3n2rk/p3r2p/1p2p2R/3p4/3PpP2/2P1K2R/PP2N3/8 b - - 5 33,d8f7
4k1r1/5p2/7p/q1N5/2Q5/1P6/rBP2PPP/2K4R w - - 1 26,h1e1
1k1q2nr/1pp3pp/p1p2p2/4PN2/bP2P1P1/2P1QN1P/5P2/4K2R w K - 0 23,e5e6
8/P2B3p/4pk2/5p2/2P2K2/1r5P/6P1/R7 w - - 2 32,a7a8q
1r4k1/pb3pp1/2q4p/2p1r3/3p1B2/P2Q2P1/1PP2P1P/R3R1K1 w - - 2 21,f4e5
3rr1k1/p4pp1/5b1p/8/2BPb2P/P1P1B1Pq/1P1Q1P2/R3R1K1 w - - 1 30,c4f1
6k1/p5pp/1p2p3/2p1bp2/QBq5/4P1P1/P4P1P/3B2K1 b - - 0 26,c4b4
8/rR3p2/3Qnkp1/8/2p4p/KP5P/2q5/8 w - - 0 48,b7a7
r1b2rk1/1n3ppp/p1qppn2/1p2N3/1Q1P4/B1PB4/PP3PPP/R4RK1 b - - 3 18,d6e5
r1k2b1r/pppqp1p1/3p2Q1/4p1N1/2nn4/2N1B3/PP3PPP/R3K2R b KQ - 1 15,d7f5
r1b2rk1/pp3pp1/q3pb1p/3pN3/1n1P1P2/1P2P3/P2N2PP/1BRQK2R w K - 3 15,g2g4
2Q2k2/p1p2nq1/1p1p4/4p1p1/2P1Pp2/2N5/PP3P2/2K5 b - - 7 35,f8e7
1kr5/R1N3pp/P3p1n1/2rpPp2/2p2P2/2P5/2P2KPP/1R6 b - - 8 36,b8a7
r4k2/1bpnb1pp/p4nq1/1p4B1/3P4/1QN5/PP3PPP/3RR1K1 w - - 6 18,g5f6
3r4/p1r1kRp1/1qP1B2p/2nP4/8/5Q1P/P4PP1/6K1 b - - 2 40,e7d6
8/5Rkp/1pp1PNp1/p7/5P2/P1b1K3/1P6/5q2 b - - 0 40,g7h6
5K2/q5pk/5pbp/3Q4/4p3/8/8/8 b - - 3 57,e4e3
5r1k/1p2p2p/8/3bp1Qp/8/7P/PPP3PR/2R2q1K w - - 7 30,c1f1
r3k2r/1p3p2/pnnqp1b1/3p4/3P2B1/1Q6/PP3PPN/R1B2RK1 w kq - 0 20,b3b6
8/1R1Q4/p2b1k2/2p5/2P1pq2/7P/P5P1/7K w - - 1 38,d7e8
6r1/kb1R4/p6p/2p5/1PP1Q3/P7/1q4PP/3K4 b - - 12 41,g8d8
2k3r1/pppr1p2/b1N2p2/3P4/P4b2/1Q6/5P1p/1R5K b - - 1 27,a6e2
r4rk1/pp1nbpp1/2p1pN1p/3q4/3P3B/2PQ3P/2BK1PP1/7R b - - 0 18,e7f6
rn1qkbnr/p1pppppp/8/4N3/2BP4/2N5/PP3P1P/R1BQK2b b Qkq - 1 7,g8f6
1br1r1k1/1p3ppp/p1nq2b1/6NQ/4pN2/1P2P2P/PB3PP1/2R2RK1 w - - 4 21,f4g6
r1bk1r2/pp2R1R1/2p4p/3pB3/8/P6P/1P4P1/7K b - - 8 31,f8e8
r4k1R/1p2p1b1/p5R1/2p1P3/5P2/1BP3P1/PP4r1/1K6 b - - 3 36,g7h8
r4rk1/1ppb2bp/2np1qp1/4p3/p3P3/2PP1N2/PP1NBPP1/R2QK2R w KQ - 0 14,f3h4
8/8/4R1pk/4PP1p/6n1/6PK/r6r/7R w - - 0 50,h1h2
7R/1r6/5P2/5kPK/7P/8/8/8 w - - 7 72,h8f8
r1k2br1/ppp1n3/2n1q2p/3pBp1Q/3P4/N1P2NP1/PP3P1P/2KR3R b - - 7 15,c6e5
4r1Rk/pppb3q/3p1b1Q/2nP3P/2P5/8/PPB2P2/2K4R b - - 2 34,e8g8
4rk2/2q1p1bp/p1p1Q1p1/Pp1r1nN1/1PpP4/R1P4P/5PP1/4R1K1 b - - 1 28,g7h6
rn4rk/pp1qb3/2p2n1Q/3pp3/3P4/2NB4/PPP2PPP/2KR3R b - - 0 17,f6h7
8/5pb1/5q1k/4pBp1/4P2p/3NBP2/4K3/7R b - - 3 50,f6a6
2kr3r/1pp2ppp/p1nb1n2/4q3/8/1PN1PB1P/PBP2PP1/R3QRK1 w - - 1 14,f3c6
1kr5/1p3p2/pP2q3/P3B3/3pP1pp/3P1bP1/2Q2N1P/2R3K1 b - - 0 34,e6e5
kr4nr/R4p2/1R2p2p/p3P1p1/q2P4/6P1/P2NQPbP/6K1 b - - 0 25,a8a7
4r1q1/p7/1p1Rk3/2p5/2P2Q1P/P5P1/KP6/4r3 b - - 1 53,e6e7
2kr4/Q1p1bRp1/1pr4p/1q1p2p1/3P2P1/2P3PP/P7/R5K1 b - - 1 26,e7f6
b1r3k1/3q1ppp/pb1p4/1p2p3/2rP1P2/P1PN3P/1P2N1P1/2RQ1R1K w - - 0 26,d4e5
2r1k1r1/pp3p2/2qp4/4n2p/2P5/4Q3/PB3PPP/R3R1K1 w - - 0 21,b2e5
8/6k1/1p1b4/p2P1K2/2Pq2P1/1P1B1Q2/P7/8 w - - 19 55,f3e4
r1b1k2r/p1p2ppp/1bpp4/8/4P1nq/2NBB3/PPPQ1PPP/R4RK1 w kq - 8 11,e3b6
r3kb1r/pbp2ppp/1p3n2/3qB3/8/3BP3/PPP2PPP/RN1Q1RK1 w kq - 1 10,e5c7
6r1/pp1k1p1p/8/3bB3/2pp4/P7/P1P2PrP/R2Q3K w - - 2 21,d1d4
Qnk4r/5B1p/2p1P3/2qP4/1p2P2b/2p5/P4R1P/2R2K2 w - - 4 29,d5c6
1k6/pp3pp1/5n2/5B2/3p3P/6P1/PP3P2/1KQ2q2 b - - 3 36,f1f2
8/p5pp/4pqk1/2Q5/3P1P2/1P2PK2/8/8 b - - 3 36,f6f7
r3kb1r/ppp2ppp/2P5/4p1q1/3p4/3B1b2/PPPP1PPP/R1B1QRK1 w kq - 1 11,d3e4
2r4r/pp6/2q1b3/4p1kP/5pP1/2P1b3/PPQ5/1K1R3R b - - 4 29,c8d8
b7/P1R1n2p/4p1k1/4P3/1B3PKp/5P2/6P1/7r w - - 4 42,c7e7
r2q1b1r/pp1bk1p1/4p1Bp/3pP1BQ/8/8/PP3PPP/R4RK1 b - - 2 17,h6g5
r1b2rk1/pppp1p1p/2n2B2/8/1bqN4/8/PP3PPP/R2Q1RK1 b - - 1 12,c6d4
r4rk1/1p2ppbp/p2p2p1/2nN4/2P1P3/1P3P1P/PB1R1P2/2R3K1 b - - 0 18,g7h6
2r1k2r/1pqbpp1p/p2p2p1/6Pn/3QPP1P/1NN5/nPP5/2KR1B1R w k - 0 17,c3a2
4rr1k/p2Q3p/1qp3pB/2pp4/6P1/2NP4/PPP4P/R6K b - - 6 23,b6b2
2rq1rk1/1b2bp1p/p2p1np1/1p1Nn1N1/4P3/3BB2Q/PPP3PP/2KR3R b - - 1 16,f6d5
4r1k1/R4pp1/1pq1R2p/2pp4/5Bn1/2P4P/1P3PP1/6K1 w - - 0 25,e6c6
8/pPQ3pp/2R5/5p1k/1P2Pnr1/4N2q/P4P1N/4R2K w - - 1 32,e3g4
6k1/4r1p1/3pP3/p4p2/2N1qP2/1P1n3Q/P5rP/6RK w - - 0 38,h3g2
3R2k1/5p2/p1b3r1/8/1Pp5/P1B5/6PK/8 b - - 3 38,g8h7
r1b1k2r/p2p1pp1/2p1p3/2b5/2P1PPpq/2NB4/PP1B1RP1/R2Q1K2 w kq - 5 16,f1e2
2r2rk1/5q1p/4p3/p1p1Q1p1/P2pP3/1P2bP2/2P1N1PP/3RR2K w - - 0 28,g2g3
5Q2/3b4/p1p1kp2/3p1q1p/3B4/1P2P2P/P5PK/8 b - - 6 51,f5e4
r3k2r/p1q2pp1/2p1p1p1/2Np4/3Pn3/PPP5/5PPP/R2Q1RK1 w kq - 1 18,c5e4
