fen,best
r1bq1bnr/ppp3pp/3p4/3Nk3/3nPPQ1/8/PPPP2PP/R1B1K2R b KQ - 0 9,e5e4
r1bqr2k/ppppnB1p/6p1/b3P1BQ/3P3N/2P5/PP4PP/RN3RK1 b - - 0 13,g6h5
6k1/5pp1/p6q/2p4n/1pPp4/1P1B3N/P5QK/5r2 b - - 0 45,f1a1
r4rk1/1pp2p2/p5PQ/6P1/8/1P3q2/P1Pb4/1K5R b - - 1 27,f7g6
6k1/7p/6pQ/3p2P1/3P1P1K/p5R1/P6q/8 w - - 9 55,g3h3
r1b1nbk1/ppqn4/2pN2pN/8/3B1Q2/7P/PPP2PP1/R5K1 b - - 0 19,f8h6
7k/p5p1/1p3p1p/1P3Q2/1B1P3P/2P3P1/P4PK1/4rq2 w - - 6 39,g2h2
r4n1k/1p3R2/2p1BNpp/p3p3/8/P2Pb2P/1PP3K1/8 b - - 4 24,f8e6
r5kr/pp1q1p1p/5npB/4Q3/3p4/8/PPP2PPP/2KRR3 b - - 0 18,f6g4
5br1/1pB4p/1n6/4N1pk/8/2R5/1r5P/3K2R1 b - - 1 30,b6d5
1R4rr/p1p1k1qp/P2p4/4pQ2/2Pb4/7P/5PP1/2B2RK1 w - - 4 28,b8b7
6k1/5p2/QPq2Ppp/8/8/2r4P/6P1/6RK w - - 5 45,a6a7
r1bq1rk1/p1p2ppp/1p1b4/n2p2N1/3P1B2/P3P3/1PQ2PPP/R3KB1R b KQ - 1 13,d6f4
r3N1k1/5ppp/8/3b4/P3p1Q1/R6P/1qP2PP1/6K1 b - - 0 31,b2a3
2kr3r/ppp2ppp/3b4/7q/Pn2P3/5b2/2PBBPPP/1RQ2RK1 w - - 0 15,e2f3
r1bq4/pppp1Qp1/2n3nk/5P2/2B1P3/5R2/P5PP/bN5K b - - 0 17,d8h4
rbb2rk1/1p1pn1pp/p3pp2/4q3/PP2P3/2PQ4/BB1N1PPP/2R2RK1 w - - 0 17,d2c4
r5q1/pp4Pk/1n1p4/2pPpr1Q/2P5/1N3PR1/PP6/2K4R b - - 0 27,f5h5
5r1k/8/2Q3np/p7/2B1p1pP/P1q3P1/5P2/5RK1 b - - 0 32,g6e5
2kr4/1p2b1p1/p2pq2p/P4r2/2p2P2/2PP1Q2/6PP/1RB2RK1 b - - 1 21,c4d3
r2q2k1/pQ2b1pp/2Np4/2pP4/1P6/8/P3brPP/R1B2RK1 w - - 0 17,c6d8
3r2k1/pp3ppp/8/5q2/Q7/P1P1P1P1/3R1P1P/B5K1 b - - 0 26,d8d2
r4rk1/1bp1qppp/1p2pN2/p3N3/1bPP4/1P1Q3R/P4PPP/3R2K1 b - - 6 23,e7f6
8/8/6kp/6p1/3N1pK1/7P/5P2/8 w - - 7 60,d4f3
2bq1b1r/2p1kp1p/1p1pn3/1Pn1ppPQ/2B4P/4PN2/2PP4/BN2K2R b K - 3 16,e6g7
5r1k/7n/p2Qp3/1p6/3pP3/P2P4/1PP3PP/R4q1K w - - 5 25,a1f1
2n5/2k5/1p6/2p4p/2NPK1pP/8/4r3/1R5R w - - 1 42,e4d5
1kNB1b1r/1bRp2pp/p2Ppn2/8/4qp2/1Q6/PP4PP/5RK1 w - - 8 26,b3b6
r2qkbnr/1ppbppp1/p1n4p/8/2BP1B2/1Q2P3/PP3PPP/RN2K1NR b KQkq - 3 7,c6a5
1b3rk1/2qn1ppp/8/2pp1P2/1pN3P1/1P1P1Q1P/2P2P2/R4RK1 w - - 2 29,f3d5
rqb2rk1/1p1pnppp/p3p3/1N6/2B1P1Q1/2B5/PP4PP/R6K b - - 1 16,a6b5
1k1r1b1r/p1p3p1/2qp1n2/1N3P2/1P6/3B2Pp/2PQ1P1P/RR4K1 w - - 0 22,a1a7
8/8/8/8/8/8/p3k1PP/1rR3K1 w - - 6 59,c1b1
r1b2rk1/pppnqpp1/4pb1p/6N1/3PQ2P/1P6/PBP2PP1/2KR1B1R b - - 2 12,a7a5
1r4k1/R2P1pp1/8/2p5/2P4P/8/P2r4/K5R1 w - - 1 43,g1g5
1b1rk2r/2q2ppp/p4n2/1p1p4/1P1B4/P3Pb2/2B2PPP/R2Q1RK1 w k - 0 18,d1f3
R2R4/2p2pk1/3p4/2pPp3/2PqP3/1P6/1KB5/8 w - - 1 53,b2a3
r2qk2r/ppp2ppp/2P5/1Q2Pb2/1b6/2n5/PP2PPPP/R1B1KBNR w KQkq - 0 9,b5b4
5k1r/5p1p/3p1p1b/1QpPp3/1p2Pn1P/1P4P1/r1PN1P2/qNKR3R w - - 3 27,g3f4
3R4/3P2pk/5p2/8/3r3K/6PP/8/8 w - - 1 47,h4h5
r2q1rk1/pbp2ppp/8/4p3/2Q1n3/2P5/P4PPP/R1B1KBNR w KQ - 0 11,c1a3
r1b2k1r/pp1n1pp1/2p4p/2b1PN2/6n1/P1N3B1/1PP3PP/2KR1B1R b - - 4 16,d7e5
rn2kbnr/1pp1p1p1/p7/4Np2/1q3B1p/2N3P1/PPPQ1P1P/3RK2R b Kkq - 3 15,b8c6
5rk1/1p1b1pbp/6p1/2PNq3/1P1N2n1/4P3/2B3PP/4QRK1 w - - 1 21,c2b3
r3r1Qk/pp4pp/2n4N/1q6/3P4/2P5/PP3PPP/R1B2RK1 b - - 10 22,e8g8
r1b2rk1/pp1n1ppB/1q2pn2/3p4/3P4/4PNP1/PPQN1PP1/R3K2R b KQ - 0 12,f6h7
r1bqk2r/3pppbp/p4Np1/1p6/4P3/PQ5P/B2nKPP1/2R4R b kq - 1 17,g7f6
rnb1kbnr/pp2pppp/8/1N2q1N1/8/4B3/PPQ2PPP/R3K2R b KQkq - 0 9,e5b5
r2qr1k1/1p2bppp/p2p1nb1/2pP4/2P1N3/1PQ2N1P/PB3PP1/R3R1K1 b - - 4 17,f6e4
8/6p1/3k3p/3Np2P/2PpP1K1/3P1R2/8/6r1 w - - 15 50,g4f5
3r1b1r/p3k1pp/1pn4n/q1N5/2P2P2/8/PP2Q1PP/R1B2RK1 b - - 1 19,e7f7
8/3Q1pk1/p3pp2/8/4b3/3p3P/P4qrK/5RR1 w - - 0 34,g1g2
r2q1rk1/pb3ppp/1p3B2/3p2N1/2P5/3Q4/P4PPP/R4RK1 b - - 0 17,d8f6
7k/p4p1p/6p1/1NpqP3/7P/2P5/PP3Q2/1K6 w - - 0 42,b5a3
8/5ppk/6p1/3R3P/r4K2/5PP1/8/8 w - - 1 50,f4g5
8/1p6/pB2k3/P6p/2N1pp1r/1P3b2/1R6/5K2 w - - 8 47,b2f2
1k2Rr2/ppp3pp/3b4/3n4/5P2/1BPP4/PP5P/2K1R3 b - - 9 27,f8e8
6n1/p1q2pkp/1pp2np1/3p2N1/P2P3P/2P2Q2/1P3PPb/R1B1rNK1 w - - 1 21,g1h1
8/5Rpk/2p4p/p2p1Q2/4r2P/1Pq3r1/6PK/1R6 b - - 1 40,h7g8
2rq1rk1/1b1n1ppp/p3p3/1p1pP3/1b1P4/1PNQRN2/P1B2PPP/R5K1 b - - 4 18,c8c3
1rb2rk1/3pppbp/pqp1n1p1/4P2P/8/2N1Q3/PPPBBPP1/2KR3R w - - 1 15,h5g6
r1bq2kr/p2p2p1/1bp1P2p/3n3Q/8/3B4/PPP3PP/R1B2R1K b - - 2 18,d5f6
r4rk1/pp3ppp/5n2/7b/1nPqp3/2N2P2/3P2PP/R1BQKBNR w KQ - 2 14,g1e2
8/1p2r1kp/p2p2p1/2p1q3/P7/2P1pQ1P/1P4P1/5R1K b - - 1 34,d6d5
rn3k2/p3p2p/1pp2rp1/8/2B2R2/2B1Pn1P/PP3P2/3R1K2 b - - 7 26,f6f4
8/1p2r1k1/4b3/2P1N3/3PpK2/7p/8/6R1 b - - 3 51,g7f6
r5k1/ppp2ppp/2p4r/8/2NPnQbq/2P5/PP1N1PP1/R1B2RK1 w - - 9 15,d2f3
2kr2nr/ppp2ppp/8/4P3/4NBb1/8/PPn2PPP/2R1KB1R w K - 0 12,c1c2
r1b2r1k/1pp3pp/8/p3q3/2B5/1QPn4/P5PP/R4R1K b - - 2 18,d3c5
r4rk1/2p4p/3p2p1/2pPp3/2P1b2q/P1N2Pb1/1PQ4P/R5RK w - - 0 25,c2e4
r2q1r2/1pp4R/p1np2kR/4pb2/2PP2n1/2NB1p2/PP1Q1PP1/2K5 b - - 1 18,g4h6
r2qk2r/pbp2ppp/1pn5/3pPQP1/8/2P5/PP4PP/RNB2RK1 b kq - 0 13,g7g6
r5k1/pp3p1p/4p1p1/4P3/1B4Q1/2Pq1b2/P4P1P/R3K2R w KQ - 0 19,g4d4
1r4k1/R4p1p/4p1p1/R3P3/p2P4/6P1/r6P/6K1 w - - 2 41,a5a4
r3k1r1/4bp2/2np3p/1pp1p3/4Pp2/P2P1N1q/1P3P1B/RB1Q1R1K w q - 0 23,f3g1
6k1/5p2/1p1B1rpp/2p4r/PPQp4/3P2P1/2R1Pq1P/2R4K w - - 2 43,e2e4
r2q1k2/p2nprbQ/2p1b1pB/1p1nP3/2pP2P1/2N2P2/PP6/R3KBNR b KQ - 2 16,g7h6
r7/5pk1/p1RRpNpr/qp2P3/8/1B4Q1/PP3PP1/6K1 w - - 1 30,f6g4
6k1/5p1p/2BR3b/R7/P7/2P4P/4r1P1/2r3K1 w - - 5 31,g1h2
5r2/3p4/4pk2/8/pP3b2/3PR3/BPr4P/6RK w - - 0 33,e3e4
2QRr1k1/7p/3Q2p1/1p3p2/1P6/1q3K1P/8/8 w - - 7 49,f3f4
5rk1/pp1n1p2/1q2p1BQ/3pP1N1/3P4/1P2b2P/P1r3P1/R6K b - - 0 26,e3g5
r1b1k2r/pp1n1ppp/2p5/4p1B1/8/1P6/1KP2PPP/3R1B1R b kq - 0 15,d7b6
r1b1k1nr/pppp1pp1/7p/8/1b1NP1nq/1BN1B3/PPP2PPP/R2Q1RK1 w kq - 9 10,d4f5
r1b4r/ppp1kBpp/2np4/4p3/N3P1n1/P5qP/1PPP2P1/R1BQ1R1K w - - 1 12,f7h5
5rk1/pqr1ppbp/1p1n2p1/1N2N3/5P2/P2B2Pb/1P1Q1B1P/2R2RK1 w - - 5 27,c1c7
4r1k1/5qpp/2QP1p2/8/8/P7/1PP3PP/1K2rR2 w - - 3 32,f1e1
r1b2k1r/pppp2pp/2n2q2/2b3N1/4P3/2N5/PP3PPP/R1BQK2R w KQ - 1 10,c3d5
4r1k1/1p3pp1/p5qp/2pp4/4P3/P1N2P1b/BPPQ1P2/R5K1 w - - 1 22,g1h2
2kr3r/ppp2pp1/2p2q2/2P4p/4PBb1/2P2QP1/PP3P1P/RN2K2R w KQ - 1 15,f3g2
8/kp3Q2/4p1p1/p2pP1Pp/3P1P1P/P7/1PK1q3/8 w - - 3 32,c2b3
r2q2kr/pp1bb2p/5p1B/1B1Q4/8/2N5/PP4PP/R3K3 b Q - 0 19,d7e6
6k1/3Q2p1/7p/1p6/p7/P5P1/3K3P/1q6 b - - 11 46,b1h7
5r2/p5r1/B1R5/8/2R5/3k4/5K2/8 w - - 10 40,f2e1
r3r1k1/ppp2ppp/8/3p4/3n2b1/B2P1NP1/PPPN2RP/2K2B1n w - - 4 17,f3d4
6k1/p1p2p1p/2p1bQ2/4p3/1b2P3/3P2R1/2Pq2PK/8 b - - 5 27,g8f8
8/2rR4/3bp3/3kN3/3P4/2r1P1P1/4BPK1/8 b - - 6 44,c7d7
r2q2k1/1pp3p1/1p2pr2/4p3/5nQN/P2P3P/1P3P1K/R5R1 b - - 4 20,d8e8
1k6/p4p2/Pp6/1b6/4P3/2R1R1Pp/1P5P/3r2K1 w - - 0 40,g1f2
7k/1pp3p1/3p3p/2b4q/p2N1B2/2P2P1b/P1B4P/4Q1K1 b - - 0 32,h5f3
r4r2/1b3pkp/p4np1/3q4/3p4/1P1B4/P2QNPPP/3R1RK1 w - - 1 19,d3c4
1k1r2r1/ppp1n3/2q5/5b2/3PNB2/2P1Q1Pp/PP5P/4RRK1 w - - 3 23,e4c5
8/5pkp/6p1/2p5/1pP5/1P1Bq2n/2P4Q/4N2K w - - 1 31,h2e2
r1bq1rk1/pp3pb1/2p1p2Q/3n4/6R1/3B1N1P/PPP2PP1/R5K1 b - - 4 17,d8f6
2kr3r/Qp3ppp/2q2b2/1N6/P7/3p4/1PP2PPP/2KR3R w - - 0 17,a7e3
7k/1p2r1Np/p4n1q/4BQN1/3P4/1Pn5/5PPP/6K1 w - - 0 33,e5f6
8/1p3r2/p5R1/3k1p1p/1n1p1K1P/BP6/P1P3P1/8 b - - 4 41,b4c2
8/5pQ1/4p3/3pkq1p/8/4P1P1/6PK/8 b - - 2 54,e5e4
2k5/6p1/1Qp4p/8/R4B2/P2P4/KP2rPP1/3q4 b - - 6 33,d1a4
8/2n3p1/3q1kBp/5P2/4Q3/3P1NPP/1Pr5/6K1 b - - 2 41,c2b2
5rk1/6pp/1n6/2R3p1/8/2p3Pb/PPPP3P/R1B3K1 w - - 0 21,d2c3
r2q1rk1/3b1pp1/p1n1pB1p/1p6/3P4/1PbQ1N2/2B2PPP/R3R1K1 b - - 0 18,d8f6
r1b1k1nr/pppp1pp1/7p/1Nb5/4P1nq/1B6/PPP2PPP/RNBQ1RK1 w kq - 7 9,d1f3
6k1/2p4p/1PPp2pb/1b1Pp2q/N3P3/4B3/6P1/4K1Q1 w - - 3 31,b6b7
r1b2rk1/5ppp/P2bp3/2p1q3/8/2PP4/5PPP/RNBQ1RK1 w - - 1 18,a6a7
rnR1Q3/3R4/p2k4/P1p1pq2/2P2b2/5B2/6P1/6K1 b - - 0 48,b8d7
4r1k1/3p1ppp/5n2/2Q5/P1P5/3b4/5PPP/2R1q1K1 w - - 5 30,c1e1
8/5pk1/pQ2p1p1/P2pP2p/5PK1/q3N3/6PP/8 w - - 0 45,g4g5
2k2r1r/Q5p1/4pn2/8/3P3R/5N2/PPq2KP1/RN6 w - - 0 31,f2e3
6k1/p4p2/3P3q/4Q1p1/1P6/2P2PK1/6P1/8 w - - 0 43,d6d7
r7/1b1Q4/pk2pN2/1p6/P5p1/2P5/1P2q1PP/2R2R1K w - - 1 33,f1d1
4r1k1/pp3ppp/8/3n4/8/2BP3P/PPP2PP1/2K1R3 b - - 1 18,d5c3
3r1rk1/3bQppp/p2N4/1p6/P4qn1/1B6/1PP3PP/R2R3K w - - 0 21,d1f1
rnb2rk1/ppb2ppp/2pq1n2/3p4/PP1P4/2NB4/2P1NPPP/R1BQ1RK1 w - - 1 11,b4b5
rn3k1r/ppp2p1p/5p2/2b5/4Q3/1P1pP1B1/P1qP1PPP/RN2KB1R w KQ - 2 13,e4b7
r1bq1k1r/ppppn1pp/2n2p2/b6B/4P3/1Qp2N2/P4PPP/RNB2RK1 b - - 5 10,d7d6
4rrk1/pQ4pp/1p6/2pb2q1/8/P2NP2P/1P1R1PP1/3R2K1 w - - 1 28,h3h4
1BR5/6pk/8/5p1P/4nP2/4PK2/3r1P2/8 w - - 7 47,b8e5
r2q3r/pppbn1kp/2nb2BB/3p3Q/3P4/8/PPP2PPP/RN2R1K1 b - - 2 13,g7g8
2Q3rk/pp5p/2n2P2/3p4/3P4/P2q4/5B1P/2R4K w - - 1 38,c8e6
r1b2rk1/ppqp1ppp/4p3/1B6/3QP1n1/2N1B3/P4PPP/R4RK1 w - - 6 14,a1c1
r1b3k1/pp1n2pp/4p3/3pP3/3q4/P4QP1/1P3R1P/1R4K1 b - - 3 23,d7e5
8/p2k1pp1/2p1p3/3p4/3P1b2/2PQP1q1/P3R1P1/R5Kr w - - 2 24,g1h1
r2r4/p4p1p/1pp1p1p1/4Pk2/2R2P2/P2P3P/1K6/6R1 b - - 2 25,c6c5
rnbq1rk1/2p1ppbp/7B/p2p2Qp/Np1P4/5N2/PPP1PPP1/2KR1B2 b - - 1 12,f7f6
r1bq3r/pp1n2p1/2pbN1k1/5p2/2PP2P1/3Q4/PP3P1P/R1B2RK1 b - - 0 15,d8h4
r1bq1r1k/ppp1n1p1/6n1/4N2p/2B2p2/P2P4/1PPN1PPP/R2Q1RK1 b - - 0 15,g6e5
3Qbkr1/5np1/pp1pp3/8/Pq2PR2/1NN2P2/1PP5/2K5 w - - 16 33,c3a2
r1bk1Q2/pp1pn2p/1qp4b/4B3/2B1P3/6P1/PPP3P1/RN3R1K b - - 3 16,h6f8
1R6/p4ppk/4p3/2p1P1p1/8/P2B2P1/2r4r/6K1 b - - 3 34,h7h6
r1b1k1nr/ppp2ppp/2nb4/8/7q/5N2/PPPPP1P1/RNBQKB1R w KQkq - 0 6,f3h4
8/p4p1k/1p6/3Q3P/8/1P3q2/P4Pr1/3R2K1 w - - 0 35,g1h1
8/2kq4/p1q3p1/1p2Q3/8/P5BP/5PPK/8 b - - 0 34,c7b7
8/8/p1n5/P1N5/1P5k/2P4b/4p2P/4RrK1 w - - 2 40,e1f1
4bQ2/4r1pk/p2pq3/1p2P3/2p2R2/2P4P/P1B5/7K b - - 0 42,e8g6
r2q1rk1/2p2ppp/p2p4/3P2b1/1p1P2b1/1P1QRN2/P1B2PPP/2R3K1 b - - 2 18,g5e3
3B2k1/2p3p1/3pp1qp/1Q6/8/8/PPr3PP/5RK1 w - - 2 26,b5b8
r4rk1/pb1n1pbp/1p1pP1p1/2p3qn/2P5/4P2P/P2NBPPB/1R1Q1RK1 w - - 0 15,e6d7
6k1/6pp/p3p3/6P1/3n3P/PqP1QP2/8/1K5R w - - 1 41,b1c1
5Q1k/6p1/p4p1p/3q3P/2p5/P4PR1/5PK1/3r4 b - - 5 38,h8h7
8/p4pp1/1b4k1/8/4q2R/2P3pP/P1PBb3/7K w - - 0 36,h4e4
4Q3/p3Kpkp/6p1/3Np3/P3P3/5q2/7r/4n3 b - - 3 41,e1d3
5bQk/4r3/4qN1P/4p3/1p2P3/8/p1P3R1/K7 b - - 1 56,e6g8
2k4r/ppp2pp1/3r1NNp/8/2bnP3/8/PPP2PPP/R3K2R w KQ - 0 15,g6h8
8/p1p5/5Q1p/3k1p2/3Pp3/5q1K/PP4R1/8 w - - 6 51,g2g3
r7/ppp1Q3/2kp2p1/6B1/8/2N2q2/PP1K1n1P/R3R3 w - - 1 22,a1c1
r1b2rk1/pp2bppp/1qn1p3/6B1/4Q3/3B1N1P/PPP2PP1/R4RK1 b - - 0 14,e7g5
3q2k1/5ppp/p1b1p3/2p5/2Q5/N3P1P1/PP3P1P/6K1 w - - 0 24,c4c5
2k3rr/2pp1p2/Q2Ppq2/p3n3/P3P2p/2P2P2/2P3Pp/R3R2K b - - 3 23,c8d8
1k1r3r/pp3Q1p/2qb4/2p5/4N2n/3P4/PPP2PPP/R1B1R1K1 w - - 1 16,e4d6
8/6k1/1p3pp1/p1pN2Kp/2P5/P3R1P1/5r2/8 w - - 0 42,g5h4
8/6p1/4k3/1p3pr1/3PK2P/r3PRP1/8/1R6 w - - 0 41,e4f4
8/8/3p1R2/4pB2/2PbP3/1P1k4/6r1/3K4 w - - 3 42,d1e1
3Q2k1/pp4bp/1np3p1/2q1pp2/2b1P1n1/2N2NP1/PP3PBP/4B1K1 b - - 1 21,g8f7
r3qrk1/pb1nb1n1/1pp1p2Q/3pP1N1/3P3P/2P3B1/PP1N1PP1/R3K2R b KQ - 4 17,e7d8
8/5Qpk/4p2p/1N1pP3/2pP4/4P2P/r1q3P1/5RK1 w - - 0 37,f7e6
2R2r1k/p5pp/4Q3/8/8/6P1/P6P/q6K w - - 3 29,h1g2
6k1/p4p1p/1pr3p1/4B3/2P3b1/2K1P3/P2R3P/8 b - - 2 34,g4e6
r2q1rk1/1p2bp2/p2p3Q/4pN1n/3nP3/6N1/PPP2PPP/R4RK1 b - - 2 18,h5g3
r2q1rk1/pp1nbppp/2p5/3nP3/3pQB2/3B1N2/PPP3PP/R4RK1 b - - 2 13,d5f4
4Q3/1k2N1P1/p2pp3/8/4PP2/6K1/P1r4P/6r1 w - - 5 44,g3h4
r1r2q1k/6pp/p6n/1p4N1/4Q2P/P1P5/1PKR4/8 b - - 0 34,c8c4
6R1/8/8/5P2/2p5/2k3P1/6r1/2K5 w - - 3 61,g3g4
r4rk1/1b1n1ppp/p2p4/1p2pNq1/8/PBP4P/2P2PP1/R2QR1K1 w - - 0 17,f5d6
r2k3N/p1p2Bpp/b1np4/4p3/1K3q2/3P4/PPP3PP/RNBQ3R w - - 1 17,b4c3
r1b1qr1Q/pppp1kp1/2n1pRN1/8/3P4/8/PPP3PP/RN4K1 b - - 0 14,g7f6
r1b1k2r/p4ppp/1p1p4/2pP2q1/1PP1Pn2/P1NBnR1P/3Q2P1/2R3K1 w kq - 0 18,d2e3
2B5/4b3/7p/p1p1pp2/P1k4P/2P2PP1/2K5/8 b - - 1 39,f5f4
5R2/k1q5/1pnrp3/p4p2/2p5/P1P2QP1/1PB2P2/1K6 b - - 1 35,c6e5
4r2k/pp3r1p/3q3b/3Pp3/4QpPP/3B4/PP6/1K1RR3 b - - 0 25,h6g7
1r3r1k/p1p4P/q1pbpBp1/3P2p1/P5P1/1P3Q2/2P2P2/2KR3R b - - 0 24,f8f6
1r4k1/pbpqrp2/1p3Qpp/2b1P3/8/2NB3P/PPP3P1/R1B2R1K w - - 1 19,c1h6
8/6pk/PQp3p1/8/1PK2nPP/2P5/q4B2/8 w - - 4 61,c4c5
1r2nr2/1n2k1N1/3b1p1p/1P2pPp1/1BK1P2P/p4P2/B2R4/3R4 b - - 8 38,d6b4
2br3k/q4Bbp/2pBP3/p1P1Q3/P7/4N2P/6P1/6K1 b - - 4 35,g7e5
3Q2k1/5ppp/5b2/1p6/2p1P3/5BqP/2P2NP1/3R3K b - - 0 30,f6d8
5rk1/pp3pp1/2n4p/7N/5R1P/P5Q1/1qr3P1/5R1K b - - 1 30,c2c3
7k/p1p3pp/1b1p4/2p1p2q/1PP1P3/P5P1/4Q3/R4RK1 b - - 0 25,h5e2
1r3rk1/2pQ3p/pp1pR1p1/n2Pb1B1/4N3/8/PP4PP/4Rq1K w - - 2 24,e1f1
5r2/6k1/1p1p2pp/p1pP1r2/P1P3n1/1P2B3/3Q2R1/4RqK1 w - - 8 35,e1f1
8/pq1r1k2/2p1np2/4b2p/2Q1N1pP/P3B1P1/1P3P2/1KR5 w - - 4 30,e4c5
4R2k/pp3Qb1/2p2qpp/n7/5p2/3P4/2P2PPP/6K1 b - - 0 27,h8h7
r1b1kb1r/pp3ppp/2p2n2/P3N1B1/2P5/8/1P3PPP/3RKB1R b Kkq - 0 14,f6e4
r1b1kb1r/ppp5/2n2p2/3p2p1/3Pp1Pp/2P1P1qP/PP1N1KPN/R2Q1B1R w kq - 1 14,f2g1
r3k2r/p4ppp/b1N5/2bp4/P3n3/2N5/1P4PP/R1BQR1qK w kq - 3 16,e1g1
r1b1kb1r/1pp2p1p/2n3p1/1p2RqB1/8/5N2/PPP2PPP/RN1Q2K1 b kq - 0 11,c6e5
5k2/5P2/4PKP1/8/8/1pB5/pP6/8 b - - 1 47,a2a1q
r1b1q1r1/pppp3Q/4pkn1/3PP2R/2P2b2/2N5/PP4P1/R3KB2 b Q - 0 18,f4e5
r3r3/1q1k4/b1p2R1p/Q2p4/p2P2P1/P7/1PPN1R1P/2K5 w - - 1 31,a5c5
r2qr2k/5R1n/p2b3Q/1pp5/3p2P1/N2P4/PPP4P/R5K1 b - - 0 22,e8e7
3r2k1/p4ppp/1pp1b3/8/3rP3/2q2Q1P/PRP3P1/1K1R4 w - - 0 28,f3c3
1Q4k1/1p3ppp/p1n1p3/8/1P2q2P/2P5/P4P2/2KR3R b - - 0 23,c6b8
2bRk3/1p3p2/r1n1p2p/1p2P3/7B/P4N2/1P2KPrP/3R4 b - - 3 24,c6d8
1rb2k2/5pp1/p1Q5/8/p4P2/1P2R3/P1P3PK/q7 b - - 3 35,a1d4
4q1k1/4bpB1/1p2p1p1/p2bP1N1/3r1P1Q/1n6/6P1/1B3RK1 b - - 1 32,e7g5
r1bqk2r/pp2n3/2ppPQp1/2b5/3pP3/1B6/PPP3PP/RN3RK1 b kq - 1 14,h8f8
r2qnrk1/1b2bppp/2n1p3/p2pP3/1p1P4/1PPQBN1P/2B1NPP1/R4RK1 b - - 4 17,b7a6
8/pk6/8/2p5/p5R1/2P3P1/1r5r/R4K2 w - - 0 40,g4a4
2r1k2r/5ppp/p1b1pb2/1p6/3NP2P/qP1Q4/P1P3P1/1K1R1B1R w k - 1 18,d4c6
8/8/P5R1/1Np4p/6p1/4k3/r7/4K3 w - - 8 74,a6a7
3r1rk1/p4ppp/q4n2/2p5/8/2P1PQN1/PP2bPPP/R1BR2K1 w - - 8 18,g3e2
2r3k1/pb3pp1/1p2p2p/6q1/3N1n2/2r1P3/P3QPPP/RB3RK1 w - - 6 22,e3f4
5rk1/1p1N1ppp/p3p3/1n1p4/3q4/8/2R2PPP/3Q2K1 w - - 0 26,d7f8
1k4q1/1ppr4/p7/3p1p2/1P1P4/P3Pp1P/2Q2P1K/2R5 w - - 0 33,c2f5
k5r1/pp1Q4/2n3r1/2q1pp2/4P3/P2B2P1/2P3KP/1R6 b - - 1 37,f5f4
r1bk3r/ppppBQ1p/3b4/3N4/2nqP3/3P4/PPP3PP/R4R1K b - - 0 14,d6e7
r1bq1rk1/pp3ppp/2n5/3p4/2p5/P1Q5/1B2BPPP/3R1RK1 b - - 1 16,c8e6
r1bq1rk1/pp2ppb1/2n5/4p1NQ/3P1P2/8/PP4P1/RNB1K3 b Q - 0 14,f7f6
2kr3r/Qpp2ppp/3b4/3P4/2Pp4/6qP/PP3R2/RNB3K1 w - - 0 16,f2g2
4k3/p1B1nppp/1p6/7r/4P3/8/PPP2PK1/3R4 b - - 0 30,h5c5
5r2/R6k/4B1p1/1p1p2p1/1P6/1P1R4/2r1n1PP/7K b - - 1 35,h7h6
1rbk3Q/p1qnr3/7p/2p1N3/1B6/2P5/B1P3PP/2KnR3 b - - 1 22,e7e8
8/pp1Q1N1p/6p1/1P1p1p1k/P2q1PP1/7K/7P/5r2 b - - 0 37,f5g4
2Q4k/p5pp/1n4p1/6q1/3P4/P1P5/1B2r1PP/1R3RK1 b - - 0 25,b6c8
r4rk1/5pp1/p5q1/6p1/1p6/1Pp4R/P4KP1/3q3R b - - 1 36,g5g4
2kr3r/p1ppq1pp/1p1Pp3/4n3/2P3n1/2N3P1/PP4QP/R1B2RK1 b - - 0 16,e7d6
4r1k1/ppqn1ppp/4r3/PBPp1b2/3Pp1n1/1N2P3/5PPP/R2QNRK1 w - - 1 18,h2h3
r1bqkbnr/ppppp3/2n4p/5pp1/4P3/3P2B1/PPP2PPP/RN1QKBNR b KQkq - 0 5,f5f4
5rrk/p5p1/8/2P4q/1P6/5b1R/P1P2PQP/5RK1 b - - 6 39,f3g2
r2q1b1r/ppp2kpp/2npbn2/6N1/4P3/1QP5/PP3PPP/RNB1K2R b KQ - 3 9,f7e7
1r4k1/p1pn1rp1/4p2p/2ppP3/8/1P4RQ/P5PP/4Rq1K w - - 2 24,e1f1
rnbq1rk1/p4ppp/1pp1p3/4P3/3PQ3/3B1N2/PP3PPP/R4RK1 b - - 3 14,c8b7
r1bq1knr/pppp2pp/2n2p2/2b1pN1Q/2B1PP2/8/PPPP2PP/RNB1K2R b KQ - 9 7,c6e7
8/8/1P6/8/8/1P2p1k1/5pr1/3R3K w - - 0 51,b6b7
2kr3r/pp2bpp1/2n1b2p/3qp3/6P1/1N2BP2/PPPQ3P/2KR1B1R w - - 2 14,d2f2
r2qkbnr/pp1n1ppp/8/3QNb2/8/8/PPPP1PPP/R1B1KB1R b KQkq - 0 9,a7a6
2r1q2k/p3bp1P/1p2p2B/3pP3/Pn6/2P3Q1/1P3PP1/2KR4 b - - 2 24,e7f8
6k1/1pp1q1p1/p3p2p/4p3/3bP1QP/2NR2PK/PPP3P1/5r2 w - - 0 24,d3f3
