fen,best
r2qk2r/ppp1nQpp/2n5/3pP3/3b4/3B4/PPP3PP/RNB2R1K b kq - 0 11,e8d7
6r1/2p1np1k/p2pbq1p/2b1p3/1pP1P2N/1P1P1QrP/P1B2P1K/R4N2 w - - 0 24,f3f6
1nkr3r/pbp2ppp/1p1bpn2/1N6/6PP/1B3P2/PPP1NB2/3R1RK1 b - - 2 18,d6e7
r1bq1rk1/pppp1p2/5B2/3BPn2/1b6/2N3Q1/PP3PP1/R3K2R b KQ - 2 16,f5g3
1r3r1k/1b1R4/p2P4/P3p1p1/1P4Bp/5q1P/3QNb1B/2R4K w - - 0 38,g4f3
2k5/1r6/2Q1p3/p2pPq2/B1p4P/8/PP6/2K5 b - - 15 51,b7c7
r1k4r/1b1n3p/p1qQNn2/8/1p6/4B3/PPP2PPP/R3R1K1 w - - 1 20,e3f4
r4rk1/pbp1bppp/1p2p3/3qN3/3P4/P2QB3/1PP2PPP/3R1RK1 w - - 0 15,c2c4
6k1/2b2pp1/1p5p/2pB1P2/4K1P1/r6r/4nP2/1RB2R2 w - - 10 40,c1a3
2b1rr1k/1p5p/2p5/2Pp1p2/Q2P1Pp1/P7/1R4PP/1R2q2K w - - 4 34,b1e1
4k2r/1b3ppp/4pn2/1p1qB3/2pP4/1P2P2P/2B2PP1/Q4RK1 w k - 1 20,b3c4
8/5rpk/p2pn2B/1pp1p3/8/2Pq3P/PP4QK/6R1 b - - 0 38,g7h6
7Q/1pp3p1/2pn1pk1/8/6P1/1P1P1PK1/2Pq4/8 b - - 5 35,d2c2
r3q1r1/ppp4k/3p1R2/3Pp2p/4P2N/2N1b2b/PPP1B1pP/R2Q3K w - - 0 26,h4g2
8/6Rk/8/6Rp/5p2/7P/2r2rPK/8 b - - 3 51,h7h6
r2qk2r/p1pbbpp1/3P1n1p/6N1/2Qp4/8/PP1P1PPP/RNB1R1K1 b kq - 0 12,c7d6
4r1k1/5ppp/p1Q2b1q/8/2P5/P4P2/1r3BPP/3R1RK1 b - - 4 25,b2f2
r1bk3r/pppp1Q1p/6p1/2b1P3/2B1P3/3P2P1/PPP2n1P/RNBq1K1R w - - 3 13,f1g2
8/5Q1p/3Bp1p1/3p1k2/2rb4/7P/2q2nP1/5RK1 b - - 0 44,f5e4
6rk/pR6/2p3pp/q3Q1N1/5P2/P3P2P/6PK/3r4 b - - 3 48,a5e5
3r1rk1/pb3pbp/1p4p1/3q4/3n4/4BN1P/PPB2PP1/1R1Q1RK1 w - - 4 17,f3d4
r3kb1r/qb2p1pp/n1p1PpB1/Bp1n4/3P4/1P3N2/2Q2PPP/RN3RK1 b kq - 2 14,h7g6
r1r3kQ/p4pb1/1p2pBp1/3p4/3q2P1/5B2/P1P2P2/5bKR b - - 5 30,g7h8
1r1q1rk1/p2b1ppB/2p1pn2/np6/3P4/4PNP1/PPQN1PP1/R3K2R b KQ - 0 14,f6h7
rnbq1k2/ppppb1p1/6B1/7p/4P3/1Q6/Pp3PPP/RN2K2R b KQ - 0 11,e7f6
r4rk1/5pp1/p1pp2qp/1p6/4Pn2/1BPP1N1P/PP1Q1P2/R4RK1 w - - 1 18,g1h2
r2qkb1r/1p1b1p1p/p2p1np1/4p1N1/2QnP3/2NBB3/PP3PPP/2KR3R b kq - 3 15,b7b5
5rk1/1p3p2/pNnR1pqp/4p3/8/2P2P2/bP2Q1PP/2K2B1R w - - 0 21,e2d2
r2k1b1r/pp1n2p1/2n1p1B1/3p2Pp/3P3P/2N1PP2/PP1BK1q1/R2Q3R w - - 5 17,e2d3
6k1/3n1p2/1q4rN/1p1p3R/p2PpQP1/P1P2n2/1P3P2/2K5 b - - 4 36,g8f8
6k1/5R2/p2N4/3pPPq1/3P3p/1Q4p1/6PK/2r5 w - - 0 40,h2h3
r3kb1r/1bq2ppp/p3pn2/1p1p4/3NP1n1/P1N1B3/1PPQBPPP/3R1RK1 w kq - 0 14,e4d5
r2qkbnr/ppp2ppp/3p4/8/2B1PQ2/7P/PPnK2P1/RNB4R b kq - 1 9,c2a1
8/1R2kpp1/2P1p2p/3bN3/3Pp3/7P/2r2PP1/6K1 b - - 4 32,e7d6
r1bq1r2/ppp5/4p2k/3pP1p1/3P4/2PBP2Q/PP4P1/RN2K3 b Q - 1 18,h6g7
5k2/5r2/p4N1p/q2pQ2P/2pP2R1/P3pP2/2b3PK/8 b - - 0 34,a5c7
r3k2r/p1ppqppp/b1p2n2/6B1/3Q4/2P5/P1P1BPPP/R3K2R w KQkq - 6 12,g5f6
r4r1k/pp4p1/2nb1pp1/2p1p3/2BpR3/8/PPPP1PPP/R1B3K1 b - - 3 16,a7a6
r3k1r1/ppp2p1p/2nbp3/7q/2P5/P1B2b2/3PBPPP/R2Q1R1K w q - 0 15,e2f3
r2q1bnr/ppp1kBpp/3p4/4N1B1/3nP3/2NP3P/PPP2PP1/R2bK2R b KQ - 2 9,g8f6
4R3/5n1k/p1pr3p/1p3N2/7P/P5R1/1r4PK/8 b - - 4 51,d6f6
2kr1bnr/1p1n1qpp/p1R5/3P1p2/5B2/3B4/PPP2PPP/R2Q2K1 b - - 3 17,b7c6
r1bq1rk1/p1p2ppn/1p1p2np/3Pp3/2P1PP2/1PQB4/PB2N1PP/R4RK1 b - - 0 13,e5f4
8/4R1pk/7p/p2q4/4r3/1PnK2PP/P1R5/2Q5 w - - 5 41,d3c3
8/pp4R1/8/8/P1P2K2/1P5k/6pr/8 b - - 3 41,h2h1
3r2k1/5p1p/pp4p1/2p5/P7/4P3/1Q3PPP/R2q2K1 w - - 2 28,a1d1
7k/pp4p1/2q4p/2B2Qb1/8/2P4P/P3r2K/3R1R2 w - - 25 37,h2g3
3r2k1/p2BP2p/1p4p1/7q/3B4/P7/6P1/6K1 b - - 0 42,h5g5
r3k1r1/5p2/p3pQ1p/1p1q4/3pR3/8/PP3PPP/4R1K1 w q - 0 24,e4d4
rnb2rk1/pp3ppp/1q6/3pp1N1/6nP/1BN5/PPPP2P1/R1BQ2KR w - - 3 11,g1f1
rn2k2r/3bqpb1/2pP3p/p7/1p1P2p1/2nBBpP1/PPPQ1N1P/1NKRR3 w kq - 1 18,d6e7
rnb1k2r/pp1p1pp1/1b3q1p/4p3/1P1NP3/N1P5/P4PPP/R2QKB1R w KQkq - 0 10,d4b5
3k4/2R5/p2P4/3r4/1P2p3/P4bBp/5P1P/5K2 w - - 7 46,f1e1
4r1q1/1k6/2pP4/1pPb4/1Q6/8/2P2PPP/1R2R1K1 w - - 2 34,e1e8
2kn2r1/4R2p/1p3Q1P/1p1p1P2/1P1P4/r7/2P2P2/7K w - - 2 38,f6b6
r1bq1r2/p1pnb1k1/1p2B3/5pPQ/7P/3P1N2/PPP5/2KN3R b - - 0 17,f8h8
3r3k/p5pp/5p2/4p3/4p1b1/P1N1P1B1/1Q3PPP/3qK2R w K - 4 28,c3d1
r1b1k2r/pp3ppp/3Qq3/2p4n/1b2PB2/2N3P1/PPP2PBP/3R1RK1 b kq - 3 14,h5f4
r5k1/pp3ppp/3q1n2/3p3r/3N4/5Q2/PPP2PPP/R4RK1 w - - 4 17,d4f5
7r/p1p1k1p1/1p1p1p2/3Bp1p1/PP2P3/5QPq/2P2P2/3RR1Kr w - - 3 24,f3h1
r5k1/p1P3pn/3b2rp/8/5p2/5N1q/PP2BP1B/2RQ1RK1 w - - 1 23,g1h1
r4rk1/ppb2pp1/3q1B1p/3p4/8/1NP2n1P/PP3PP1/R2Q1RK1 w - - 0 18,d1f3
r4k2/P4pbp/4p1p1/3pP3/3P3B/7P/5PP1/1R4K1 b - - 4 30,a8a7
2k5/1pp2Q2/p4p2/8/8/P7/KPP4P/3q4 b - - 1 29,d1c2
5rk1/p1p3pp/2p5/2Q1P3/8/3b2N1/PPpP2PP/R1B2qK1 w - - 1 23,g3f1
8/6bk/6p1/1q6/8/3KP1p1/3Q4/4R3 w - - 0 56,d3e4
r4rnk/1p2q1bn/p1pp2p1/4pp1p/1P2P2N/P2P2PP/2PB1PK1/R1Q2RN1 b - - 1 23,f5e4
2kr1b1r/p4ppp/q3pn2/1Np1Nb2/P2P4/5Q2/1PP2PPP/R1B1K2R b KQ - 2 12,c5d4
8/p7/5k2/5npp/2N5/7K/PP2r1PP/R1B5 w - - 0 30,b2b3
r4rk1/6pp/p3p2q/4P3/1p2Qn2/4N3/PP3PP1/R4R1K w - - 4 25,h1g1
8/8/1P6/8/PR4P1/5pkP/2r5/5K2 w - - 0 61,b4b3
r3kb1r/pbq2pp1/1pn5/3P2Np/2BP2nP/8/PPP3P1/RN1Q1RK1 w kq - 0 12,d5c6
r1bqkb1r/ppppnppp/2n5/8/2B1P3/1Qp2N2/PP3PPP/RNB1K2R b KQkq - 3 6,f7f6
r1qk2r1/5p2/p2p1P2/2p4p/1pP2n1P/1P1P4/P2N4/R2Q1R1K w - - 0 26,f1f4
6k1/p1q2ppp/2p5/2pp2Qn/8/1NPP1P1P/PP3PKb/R1B1r3 w - - 7 21,g5h5
6k1/pp4pp/2pr4/8/1Q6/5P2/PPP1qP1P/7K w - - 6 31,b4d6
3rr1k1/pb2bpp1/1p3n1p/2pqp3/2Pn3B/P2P1N1P/1PQNBPP1/3R1RK1 w - - 1 18,f3d4
r3q2k/pnp1P1pp/4R3/5p2/2BB1P2/8/P1P3PP/6K1 b - - 0 25,h7h6
rnb1kbnr/pp3ppp/2pp2q1/4P1B1/3Q4/2N2N2/PPP2PPP/R3KB1R b KQkq - 0 7,d6e5
8/6k1/R4pP1/7K/p5P1/2r5/8/8 w - - 0 53,a6a4
5r1k/npp1q1pn/p2p3p/4pr2/PP2Q2N/1BPP3P/5PP1/R3R1K1 b - - 3 22,f5f2
q6k/4P2p/4N3/1p6/1ppbQ3/8/1P4PP/1R5K b - - 0 32,a8e4
1k6/p3b3/2p5/1p2p3/2K1B3/P1R1P1P1/1P1r3r/2R5 w - - 0 35,c4b3
3r4/ppN2kpp/4b3/4Bp2/2B5/bP6/P1P1R1PP/2KR4 w - - 4 24,c1b1
r4rk1/pb2qpp1/2n1p2p/2p1N3/4Q3/2PB3P/P1P2PP1/1R3RK1 b - - 5 18,c6e5
r4rk1/1pp2ppp/8/4P3/3P3P/1Pn5/qQ4P1/K2R1B1R w - - 0 22,b2a2
4Qr2/1pp3pk/p2p4/3P4/1PP5/P5q1/1B3b2/2R4K w - - 0 31,e8f8
1k6/ppp2p2/2q4p/6p1/P4p2/4b3/6PP/3Q1N1K b - - 0 40,e3b6
k3r3/p6R/1p6/1P5p/5b1B/7P/P5P1/4q2K w - - 0 43,h4e1
r4rk1/1b3ppp/p1q1pb2/1p4B1/8/P1N4P/1PP2PP1/R2Q1RK1 w - - 0 16,g5f6
5b2/1pk2pp1/p1p1rn2/4B2p/2N5/8/PPP2PPP/3R2K1 b - - 3 25,c7c8
1Q6/1p3ppk/p5b1/P4N1P/6R1/6K1/3b2P1/4r2q b - - 2 47,g6h5
6k1/5pp1/7p/2p4n/2Pr4/1P3PB1/4R3/1B4K1 b - - 2 34,h5g3
rn3rk1/5pp1/p2b1q1p/1ppP2N1/6bP/2NQ4/PP2BPP1/R3K2R b KQ - 1 15,g4e2
r1b1k1r1/p2p1p1p/2nPpQp1/q1p1N1B1/1nP5/8/P1P2PPP/1R3RK1 b q - 6 17,a5d8
r1bqr3/pp2k1Q1/2n1pp2/2bpn1B1/8/P1NBP3/1PP2PPP/R3K2R b KQ - 0 14,e7d6
r4rk1/pbpNn1pp/1p1pp3/6q1/3P4/2P5/PP2BPPP/R2Q1RK1 w - - 2 15,d7f8
rnbq2kr/ppp3pp/4p3/4N2Q/4np2/8/PPPP1bPP/RNB2K1R b - - 5 10,f2h4
r1b1k2r/pppp1ppp/2n5/2b1P3/2BN3q/8/PPP3PP/RNBQ1K1R w kq - 3 9,d4c6
rn3rk1/2R4B/pp2pp2/4N3/b2P4/5K2/5PPP/2R5 b - - 0 23,g8h8
2B5/6pk/3Q3p/p2p1p2/P4n1P/5KP1/4q3/8 w - - 12 57,f3f4
r3k1nr/ppp2ppp/8/2b1P3/2Bq2b1/2NP2P1/PP2Q2P/R1B1K2R w KQkq - 3 12,e2e4
2rr4/pp2kp1p/4p3/4q3/1P2p3/P3Q3/2PKNP1P/6RR w - - 2 26,d2c1
r3k2r/p1p1bppp/2p5/3pPQ2/N4P2/8/PPP1B1PP/R1B1q2K w kq - 1 16,e2f1
r1r1n1k1/6pp/1n2Np2/1q2N3/1p1PP1PP/1P6/PQ6/1K3R1R b - - 0 26,f6e5
8/4R3/p1p1Rrkp/3p4/8/P1Pq4/2b3PP/4Qr1K w - - 6 36,e1f1
7r/1p1k4/2pbpn2/p5p1/3P1n2/PQ3K1q/1P1B1P2/2R1NB2 w - - 4 33,f1h3
8/6kp/6p1/8/4q3/3r2PP/1P1p1Q1K/5R2 b - - 4 45,e4d4
7k/1pp2p2/p1npq2p/7Q/B2bP3/7r/PP4N1/R3R2K w - - 1 26,h5h3
3R4/p4pkp/1p1br1p1/2p5/7B/2P1N2P/1P3PP1/6K1 w - - 2 27,e3c4
4Qb1r/ppkr2pp/1nn5/4p1B1/8/N1Pq3P/PP3PP1/R4RK1 b - - 5 17,d3g6
8/6p1/4p1kp/4Pp2/3Q1P1P/2Pp2P1/q4K2/8 w - - 7 41,f2e3
r1bqk2r/1pp2ppp/p1p2n2/4N3/4PB2/1QPP4/P4PPP/bN3RK1 b kq - 1 10,b7b5
6k1/pp3pp1/7p/3Q4/8/2PP2b1/PP3P1q/4N1K1 w - - 5 32,g1f1
6k1/1p3p2/p2p3Q/P1pP1Pp1/2P2b2/1r3BqP/6P1/5R1K w - - 3 50,f5f6
3r2k1/2R2Qp1/p3p2p/1p6/4q3/1B3b1P/P4P2/6K1 b - - 0 26,g8h7
5rk1/5pbp/q5p1/3Q4/3BP3/5B2/3n1PPP/5RK1 w - - 5 22,d4g7
5rk1/3q4/2n1rb1Q/pp1p1B2/2pP4/P1P2N1P/5PP1/5RK1 b - - 1 23,c6e7
8/3R4/7P/8/5Pp1/4k1r1/8/3BK3 w - - 2 67,f4f5
4r1k1/8/3b2qn/1P1Q4/3B4/2P3p1/6K1/7R b - - 2 39,h6f7
7k/1R2R3/1p2r2p/p1p1P1r1/8/P7/1PP5/1K6 b - - 8 37,g5e5
6k1/7p/5QpB/5p2/3p4/1P6/P1q3RP/4r2K w - - 1 32,g2g1
r2qr1k1/ppp2Bpp/8/2b1N3/8/P2p1NP1/1P4P1/nK5R b - - 0 22,g8h8
8/8/8/6pk/6r1/8/5K2/n2Q4 b - - 5 58,h5h4
5rk1/6p1/p2R2Qp/1p2B3/3r4/2q4P/P4PPK/8 b - - 1 32,d4d6
rnb1kbnr/pp1p1pp1/6qp/1Np5/3QP2B/5N2/PPP2PPP/R3KB1R b KQkq - 1 8,c5d4
8/pp4k1/2p1r1pq/2Pp4/1P6/6Q1/P1B2PRK/8 w - - 8 36,h2g1
r1b2rk1/p1q1bpp1/2p4p/3p4/3Np1nB/2P1P3/PPQ1BPPP/R4RK1 w - - 2 15,h4e7
r7/1p2rpk1/p1p1bQ1p/3q4/3P2PP/2P5/PP6/1K3RR1 b - - 2 26,g7f8
r4rk1/pp2nppp/2nbp3/3p3P/3PN1P1/4BN2/qPPQBP2/2KR3R w - - 0 15,e4d6
r3kb1r/p2b1ppp/1pn1pn2/3p4/3P1B2/1NPB1N2/PP3PPP/R4RK1 b kq - 1 11,e8c8
rnb1kb1r/pp3p1p/8/3pN3/3PnBpq/1B6/PPP3PP/RN1Q1K1R w kq - 1 11,b3d5
5rk1/5Npp/1p6/3Pp3/6PP/bQ1B1P2/Pp6/1Kr4R w - - 0 32,h1c1
6k1/6pp/8/p2P4/2pQ4/3p3q/1B1KrP2/R5R1 w - - 2 36,d2c3
r1bq3k/ppp2Qp1/2n4p/6B1/1bBPp3/8/PP3PPP/RN4K1 b - - 2 14,h6g5
r3k2r/pbqn1p2/1p2p3/3p2Q1/2PP4/P7/1P2BPPP/2R2RK1 w kq - 0 18,c4d5
8/3r2b1/p7/1p2nRk1/2ppB1P1/6K1/PPP5/8 b - - 0 38,g5h6
r3Q2k/7p/1n3Pp1/8/3q4/p6P/P3R1P1/5R1K b - - 0 35,a8e8
r4rk1/pp3pp1/2nbpq1p/3p4/3P2b1/2PQ1N2/PPB2PPP/RN3RK1 b - - 1 12,g4f3
6k1/5pp1/4p3/3pPnNp/r2P3P/2R3P1/5P2/5K2 b - - 1 32,f5d4
2k2br1/pbp2N2/1p3p1p/4p3/8/1PNr1P2/PP4PP/R2R2K1 b - - 1 16,d3f3
rn3rk1/pp4pp/1qpp4/4p3/1P2p1n1/P1NP1N2/1P2Q1PP/R1B1RK2 w - - 0 14,c3e4
8/1r6/k1Q5/2p1Pp2/2P2P2/3pq3/6KP/8 b - - 12 51,b7b6
1k1q2r1/3b1Q2/B2Pp2P/3pn3/8/2P1B3/5PK1/5R2 w - - 1 28,g2h1
r2q1rk1/ppp2ppp/8/4p2b/2BbP1n1/2NP3P/PPP1Q1P1/R1B2R1K w - - 0 13,h3g4
r2q1bkr/p2b2pp/8/4p3/2Q3n1/8/PPPP1PPP/RNB1K2R b KQ - 2 13,d7e6
1r3rk1/pb3p1p/2p1pQpP/4P3/5P2/1PqB4/P1P2nP1/1K5R b - - 5 23,f2d3
6k1/p1q2ppp/1p1rpn2/1Q6/3PB3/P3P2P/2r2PP1/R2R2K1 b - - 10 25,f6e4
5rk1/2pb1ppp/4p3/2Pn2q1/3Q3P/4PpP1/5P2/B4RK1 b - - 0 20,g5f5
r2q2r1/ppp1kp2/3p1p1Q/1BbPp3/4P2N/8/PPP1NP1K/5R2 b - - 4 19,g8h8
r3k2r/pbB2ppp/1p2p1q1/1P6/2Pb4/5N2/P4PPP/R2Q1RK1 w kq - 0 15,f3d4
8/5Qbk/3p2pp/2p5/4q3/P7/1rP3Rr/6RK w - - 0 33,h1h2
1k6/1p1R4/1P1p2p1/3P1p2/5K2/7r/8/8 b - - 6 45,h3b3
3q1rk1/2p1nppp/2n1p3/4p1N1/3P4/2PQ4/2P2PPP/r1B1R1K1 b - - 1 18,e5d4
3rrk1Q/2p2p2/p5p1/1p1PbN2/7R/1q5P/5PP1/5RK1 b - - 9 33,e5h8
7k/1b3Q1p/pp1qN3/2p2p1p/P1P5/6R1/1P3PPK/4r3 b - - 2 35,e1e6
1k4r1/1P6/3N3p/P1p5/2P1p2p/6rP/8/1R3R1K w - - 0 40,a5a6
4Q3/p1p5/1p6/3PR3/2P3k1/4Kb2/P7/2q5 w - - 1 39,e3d4
1k2Q1r1/pp6/7p/3PR3/5r2/6bP/PP6/2R4K b - - 0 35,g8e8
1r3rk1/1bp3p1/p3ppqp/1p6/1P2NP2/P2QP3/2PP2PP/R4RK1 w - - 4 22,e4c5
rn2k2r/ppp2ppp/8/8/4p1Q1/B5P1/P1PPKPBP/q6R b kq - 1 12,a1e5
rnbq3r/1p1k4/2p3Bn/p2p1Q1p/1b1P1BpP/2N5/PP3PP1/2K1R1NR b - - 3 14,h6f5
r1b1k1r1/4np1Q/p3p3/2p5/qp2P3/P5P1/1PPB1P1P/2KR1B1R w q - 0 16,a3b4
3r1rk1/ppp2ppp/6q1/4n3/1P2b3/P3PN1P/4BPP1/2RQ1RK1 w - - 2 18,f3e5
4rk2/5pbQ/p3p3/1p1pP1qP/8/P1P3r1/1PB2RPK/8 b - - 1 36,g7h6
r3k2r/bpp2p2/p7/P1p3pp/1P2P3/1B6/RB3qPP/1NQ2b1K w kq - 0 22,b2h8
r3k2r/ppp2ppp/3p4/2N5/2B1PBn1/2PP1n1q/PP3K1P/R2Q3R w kq - 2 15,f2e2
5rQk/p3p1bp/2p3PN/2p1p2q/5P2/1P1P4/P1PB1R2/4K3 b - - 9 28,f8g8
8/1p6/p2p4/4p2p/1bP3kP/1P4P1/P5K1/5N2 b - - 6 53,b4e1
r1b1k2r/p1N1ppbp/6p1/5q2/6n1/4B1P1/PPP2P1P/R2QR1K1 b kq - 2 15,e8f8
r4rk1/1p4pp/pBnp4/4p3/2P5/P2Q1p1q/3N1Pb1/R2R1BK1 w - - 6 33,f1g2
1r5k/6pp/2r5/8/8/5P2/2pR1KPP/2R5 b - - 3 42,b8b2
1Q6/5Rbk/4N1p1/7p/4p2P/5bP1/5P2/r5K1 w - - 1 35,g1h2
4r2r/BBR3Rp/5p2/7k/6n1/8/PP3PP1/6K1 w - - 1 27,b7f3
6k1/3Q1p1p/p3p1p1/1p2P3/5q2/P3R2P/1P3PPK/2r5 w - - 3 31,g2g3
R5k1/5ppp/2p5/2N2r2/6b1/4r3/1P4PP/4R1K1 b - - 1 33,e3e8
r1b3k1/1pp2r1p/p2b1BQ1/4p3/5p2/7R/PPP2PPP/5RK1 b - - 0 27,h7g6
r4rk1/8/2p4p/1p2Nbp1/pP1PNn2/2P1Q2P/q5P1/4RRK1 w - - 0 26,e5c6
2kr1b1r/ppp2ppp/2n5/3qP3/8/1P3b2/PBPP2PP/R2QKB1R w KQ - 0 10,d1f3
3r4/1pp2p1k/p2p1P2/4pPp1/8/1P1P1K2/1PP5/R7 b - - 1 29,d8g8
8/1p6/p4kpp/3p1n2/3P1K2/PP3P2/1B4P1/8 w - - 0 33,g2g4
7k/7p/5Q2/1p4pq/4P1b1/P2r2P1/5RP1/6K1 b - - 1 37,h8g8
r4rk1/p1p2ppp/2Qb1n2/8/5q2/2P4P/PP1P1PP1/RNB2RK1 w - - 1 15,d2d4
r2q1rk1/pp3ppp/2n1b3/2bp2N1/8/6P1/PPQ1PPBP/R1B2RK1 b - - 5 12,c5b6
rn2k3/ppp2pp1/7r/3PN1q1/3P4/7b/PP1NPPB1/R2Q1RK1 w q - 1 15,d2f3
8/p5pk/1r1p3p/n3p3/4P1n1/P2P1r1q/4QP1N/R1B2R1K w - - 0 27,e2f3
r5k1/1p3ppp/2p5/8/1n4P1/5B1P/P7/1K1R4 b - - 1 32,a8a2
r4rk1/ppp1Bppp/2np2q1/1Bb5/3NP3/2P4b/PP1Q1PPP/RN3RK1 w - - 1 12,d2e3
r7/ppp2k2/3p1q1p/2b3p1/3nP1bQ/2NP4/PPP3PP/R1B4K w - - 0 16,h4g4
2rqkb1r/p2bpppp/1p1p4/8/3NP3/1QN1P3/PPP3PP/R4RK1 b k - 1 13,g7g6
rnbq1knr/ppp3pp/3p4/2b4Q/2BpP3/8/PPP2PPP/RNB1K1NR b KQ - 1 6,g8f6
8/8/1p6/2q5/p1P5/k2K4/8/Q7 b - - 3 57,a3b4
r6r/ppqbR1k1/5bp1/2pB2Q1/3p4/3P2P1/PP3P1P/R1B3K1 b - - 5 22,f6e7
r2qk2r/p2nn1b1/2pp1p1p/1p4pQ/2BPPp2/1NP4P/PP4P1/R1B2RK1 b kq - 1 15,e8f8
2r3k1/2q2pBp/4b3/2pp4/1p6/1P1P1n2/P1BQ1P1P/RN2R1K1 w - - 0 22,g1h1
4r1k1/P4pp1/2p5/2Pp4/8/7q/R6Q/3Rr2K w - - 2 38,d1e1
8/4B1p1/8/4pk2/8/2P1P2p/5Kr1/R7 w - - 2 38,f2f3
r2qkb1r/pbpn2p1/1p1p1p1p/3npN1B/5P2/1P1PP2P/PBPQ2PK/RN3R2 b kq - 1 14,g7g6
3r2k1/5pp1/p1Rp3p/1p1P2n1/1P2P3/P2Q1Nq1/1B3b2/5B1K w - - 1 32,f3g5
4R3/1p1k1R1p/p1p1b3/1r6/8/4Q1P1/PqP4P/6K1 b - - 0 30,e6f7
r4rk1/1b1qbp2/p2p1n1p/1p3N2/4P3/2N3Q1/PP3PPP/R3R1K1 b - - 1 16,g8h7
r4Qk1/pp1qP2p/8/8/2p5/P7/6PP/5R1K b - - 1 34,a8f8
r4rk1/5ppp/p3p3/1pP1N3/3P1qn1/3Q4/P4PPP/2R2RK1 w - - 2 24,h2h3
6k1/2p2pp1/1q5p/p7/4n3/3R3P/2B2P1K/5R2 b - - 7 28,e4f2
3r1rk1/pb1n1ppp/1p2pq2/2p5/2P1n3/P1P1P3/1BQN1PPP/1BR2RK1 b - - 5 15,e4d2
3N4/1R4pp/p3k3/4p3/1P6/P2Pn2P/5qPK/8 b - - 0 32,e6d5
6R1/3brn1p/2p1p2k/pp2R1p1/3P1PP1/7P/PP6/6K1 b - - 0 45,f7e5
r1bq1kBr/pppp2pp/2n5/2b5/4P3/1Q3N2/PPp2PPP/RNB1K2R b KQ - 0 8,c2b1q
r3Q1k1/1pp2ppp/p1n3b1/3p4/B7/2P2R2/PP1b2PP/4R2K b - - 0 18,a8e8
8/4r1p1/K1k4p/2pRp3/1pPbP3/5P2/PP4PP/3R4 w - - 1 33,a6a5
1r2r1k1/p5pp/2pRbb2/4Np2/1qP5/1P4Q1/PB3PPP/4R1K1 w - - 1 20,e5c6
r1b3k1/pp3p1p/2p3pB/8/4B3/6P1/Pq1nPP1P/R2R2K1 b - - 3 18,d2e4
4q1k1/1p1b2rp/p1p3p1/3p1pQP/5N2/6R1/PPP2PP1/6K1 b - - 0 26,g6h5
N1bk1b1r/p3pppp/p7/2pp4/3P1B2/2Q1PK2/5PPP/3q2NR w - - 1 19,f3g3
r2q1r1k/pp6/n1pbbpQB/8/3P4/2P5/PP2NPPP/R3K2R b KQ - 2 13,d8e8
1r3b1r/kpR4p/4R1p1/1P3n2/8/5B1P/6P1/6K1 b - - 0 30,f5d4
5rk1/p4p2/6R1/1p1Q4/8/7P/1q3PP1/5K2 b - - 0 29,g8h7
N1bkr3/pp1nbppp/5n2/4Q3/q7/5B2/PPPB1P1P/1K1R3R b - - 8 18,d7e5
1Q6/7k/6pp/8/3b4/5bPP/6r1/1R4K1 w - - 5 43,g1f1
5Q1k/p5np/1p1qB1p1/2pPn1P1/4P3/1P6/P7/5R1K b - - 2 40,d6f8
r6r/bpqbnpkB/p3N1p1/3pP3/3n1B1Q/2P5/PP3PP1/R3R1K1 b - - 0 23,d4e6
4r2k/1p2N1N1/p1b2p1p/P6P/1rqB1Q2/8/5PP1/4R1K1 b - - 0 44,c4d4
8/5Q1p/5p1k/p3r1p1/P4qP1/5B2/5PK1/8 b - - 5 50,f6f5
3k4/R7/8/3pPnPp/N2P3P/1P2PK2/P1r5/4b3 w - - 9 40,f3f4
rn2kbnr/ppp2ppp/4b3/4P1B1/2q5/2N2P2/PP3NPP/R2QK2R b KQkq - 1 12,f8b4
r3r1k1/ppp2pPp/6q1/3p4/8/5B1b/P2B1PP1/R2Q1RK1 w - - 2 20,f3h5
5rk1/6pp/4p3/p1QpP2b/P7/1P3q1P/5P2/4KNR1 w - - 1 29,c5e3
r1b1k2r/ppp2pp1/3p1np1/2bPq1B1/4P3/2N5/PPP1BPPP/R2Q1RK1 w kq - 4 11,d1d2
r1b2rk1/ppp1qppp/8/3P2N1/6n1/2PQB3/PP1N1PPb/R4R1K b - - 1 14,g4e3
6k1/1p3p2/pN1p2pp/P1pP2q1/2P1b3/2Q4P/1P2rPP1/4R2K w - - 7 32,e1e2
r1bq1rk1/p1pn1pp1/1p5p/4PQ2/8/2PB4/PBP3PP/R4RK1 b - - 1 15,d7c5
r2q1rk1/1pp1bppp/p1n5/3pP3/1P1P2b1/P2Q1N2/2B2PPP/R1B1K2R b KQ - 3 14,g4f3
r2q1rk1/pp3pb1/2p2p1p/3p1Q2/3P4/2NBP3/PPP2PP1/R3K3 b Q - 0 14,d8c8
rn1qkbnr/pp2pppp/8/2p1N3/2BpP1b1/2P5/PP1P1PPP/RNBQK2R b KQkq - 3 5,g4d1
r2r2k1/pp1qbp2/3p1ppQ/3Nn2p/4P2P/5P2/PPP1N1P1/R3K2R b KQ - 3 15,e7f8
r1bqk1nr/2pp1pb1/2n4p/p2Q2p1/Np2P3/1B2B3/PPP1NPPP/R3K2R b KQkq - 0 11,g8e7
